Sector,Revenue,RevenueRank,conter
Manufacturing/Fabrication,5B-10B,11,1872
Medical/Pharmaceutical,> 10B,12,1873
Computers/Technology,5M-10M,3,1874
Manufacturing/Fabrication,50M-100M,6,1875
Computers/Technology,> 10B,12,1876
Accounting/Finance,> 10B,12,1877
Online Service/Internet-based Services,100M-500M,7,1878
Government/Public Service,> 10B,12,1879
Military/Security/Defense,2B-5B,10,1880
Computers/Technology,2B-5B,10,1881
Manufacturing/Fabrication,> 10B,12,1882
Manufacturing/Fabrication,> 10B,12,1883
Computers/Technology,> 10B,12,1884
Manufacturing/Fabrication,> 10B,12,1885
Computers/Technology,10M-25M,4,1886
Computers/Technology,100M-500M,7,1887
Accounting/Finance,> 10B,12,1888
Production,10M-25M,4,1889
Online Service/Internet-based Services,10M-25M,4,1890
Medical/Pharmaceutical,> 10B,12,1891
Online Service/Internet-based Services,10M-25M,4,1892
Manufacturing/Fabrication,10M-25M,4,1893
Computers/Technology,100M-500M,7,1894
Non-profit/Service,50M-100M,6,1895
Insurance/Risk Assessment,> 10B,12,1896
Accounting/Finance,> 10B,12,1897
Computers/Technology,2B-5B,10,1898
Computers/Technology,100M-500M,7,1899
Academics/Education,25M-50M,5,1900
Manufacturing/Fabrication,100M-500M,7,1901
Computers/Technology,25M-50M,5,1902
Manufacturing/Fabrication,> 10B,12,1903
Manufacturing/Fabrication,2M-5M,2,1904
Computers/Technology,> 10B,12,1905
Retail/Sales,> 10B,12,1906
Telco,> 10B,12,1907
Retail/Sales,100M-500M,7,1908
Accounting/Finance,> 10B,12,1909
Accounting/Finance,> 10B,12,1910
Computers/Technology,> 10B,12,1911
Manufacturing/Fabrication,1B-2B,9,1912
Military/Security/Defense,100M-500M,7,1913
Telco,1B-2B,9,1914
Medical/Pharmaceutical,10M-25M,4,1915
Online Service/Internet-based Services,5M-10M,3,1916
Medical/Pharmaceutical,> 10B,12,1917
Online Service/Internet-based Services,500M-1B,8,1918
Accounting/Finance,2B-5B,10,1919
Manufacturing/Fabrication,> 10B,12,1920
Computers/Technology,5M-10M,3,1921
Computers/Technology,100M-500M,7,1922
Accounting/Finance,> 10B,12,1923
Computers/Technology,> 10B,12,1924
Medical/Pharmaceutical,> 10B,12,1925
Retail/Sales,2B-5B,10,1926
Computers/Technology,> 10B,12,1927
Computers/Technology,25M-50M,5,1928
Computers/Technology,2M-5M,2,1929
Computers/Technology,100M-500M,7,1930
Online Service/Internet-based Services,25M-50M,5,1931
Online Service/Internet-based Services,100M-500M,7,1932
Computers/Technology,2M-5M,2,1933
Shipping/Transportation,> 10B,12,1934
Medical/Pharmaceutical,5M-10M,3,1935
Broadcasting/Communications,> 10B,12,1936
Online Service/Internet-based Services,1B-2B,9,1937
Medical/Pharmaceutical,1M-2M,1,1938
Retail/Sales,> 10B,12,1939
Manufacturing/Fabrication,> 10B,12,1940
Accounting/Finance,5B-10B,11,1941
Computers/Technology,100M-500M,7,1942
Retail/Sales,10M-25M,4,1943
Military/Security/Defense,> 10B,12,1944
Shipping/Transportation,1M-2M,1,1945
Online Service/Internet-based Services,25M-50M,5,1946
Computers/Technology,25M-50M,5,1947
Medical/Pharmaceutical,10M-25M,4,1948
Computers/Technology,> 10B,12,1949
Online Service/Internet-based Services,2B-5B,10,1950
Accounting/Finance,100M-500M,7,1951
Accounting/Finance,> 10B,12,1952
Manufacturing/Fabrication,> 10B,12,1953
Computers/Technology,5M-10M,3,1954
Accounting/Finance,10M-25M,4,1955
Online Service/Internet-based Services,25M-50M,5,1956
Computers/Technology,> 10B,12,1957
Manufacturing/Fabrication,1B-2B,9,1958
Computers/Technology,10M-25M,4,1959
Manufacturing/Fabrication,2B-5B,10,1960
Online Service/Internet-based Services,5B-10B,11,1961
Military/Security/Defense,10M-25M,4,1962
Shipping/Transportation,1B-2B,9,1963
Manufacturing/Fabrication,> 10B,12,1964
Computers/Technology,50M-100M,6,1965
Computers/Technology,1M-2M,1,1966
Online Service/Internet-based Services,2B-5B,10,1967
Accounting/Finance,> 10B,12,1968
Medical/Pharmaceutical,100M-500M,7,1969
Shipping/Transportation,5B-10B,11,1970
Accounting/Finance,25M-50M,5,1971
Computers/Technology,2B-5B,10,1972
Manufacturing/Fabrication,> 10B,12,1973
Academics/Education,100M-500M,7,1974
Medical/Pharmaceutical,10M-25M,4,1975
Online Service/Internet-based Services,> 10B,12,1976
Computers/Technology,1M-2M,1,1977
Retail/Sales,> 10B,12,1978
Manufacturing/Fabrication,25M-50M,5,1979
Insurance/Risk Assessment,> 10B,12,1980
Medical/Pharmaceutical,> 10B,12,1981
Online Service/Internet-based Services,1B-2B,9,1982
Telco,> 10B,12,1983
Online Service/Internet-based Services,2M-5M,2,1984
Computers/Technology,100M-500M,7,1985
Manufacturing/Fabrication,500M-1B,8,1986
Online Service/Internet-based Services,1B-2B,9,1987
Online Service/Internet-based Services,10M-25M,4,1988
Online Service/Internet-based Services,5M-10M,3,1989
Computers/Technology,> 10B,12,1990
Online Service/Internet-based Services,25M-50M,5,1991
Online Service/Internet-based Services,2M-5M,2,1992
Computers/Technology,25M-50M,5,1993
Computers/Technology,100M-500M,7,1994
Retail/Sales,2B-5B,10,1995
Computers/Technology,100M-500M,7,1996
Computers/Technology,25M-50M,5,1997
Online Service/Internet-based Services,100M-500M,7,1998
Computers/Technology,100M-500M,7,1999
Broadcasting/Communications,5B-10B,11,2000
Manufacturing/Fabrication,> 10B,12,2001
Online Service/Internet-based Services,50M-100M,6,2002
Computers/Technology,> 10B,12,2003
Computers/Technology,5M-10M,3,2004
Online Service/Internet-based Services,500M-1B,8,2005
Military/Security/Defense,> 10B,12,2006
Accounting/Finance,2B-5B,10,2007
Online Service/Internet-based Services,1B-2B,9,2008
Accounting/Finance,> 10B,12,2009
Medical/Pharmaceutical,2B-5B,10,2010
Shipping/Transportation,2B-5B,10,2011
Computers/Technology,2M-5M,2,2012
Online Service/Internet-based Services,2M-5M,2,2013
Medical/Pharmaceutical,100M-500M,7,2014
Online Service/Internet-based Services,> 10B,12,2015
Computers/Technology,2B-5B,10,2016
Military/Security/Defense,10M-25M,4,2017
Computers/Technology,> 10B,12,2018
Marketing/CRM,10M-25M,4,2019
Computers/Technology,5B-10B,11,2020
Computers/Technology,> 10B,12,2021
Medical/Pharmaceutical,10M-25M,4,2022
Online Service/Internet-based Services,50M-100M,6,2023
Computers/Technology,10M-25M,4,2024
Manufacturing/Fabrication,100M-500M,7,2025
Online Service/Internet-based Services,> 10B,12,2026
Manufacturing/Fabrication,5B-10B,11,2027
Manufacturing/Fabrication,5B-10B,11,2028
Manufacturing/Fabrication,500M-1B,8,2029
Medical/Pharmaceutical,100M-500M,7,2030
Insurance/Risk Assessment,> 10B,12,2031
Insurance/Risk Assessment,10M-25M,4,2032
Manufacturing/Fabrication,> 10B,12,2033
Shipping/Transportation,> 10B,12,2034
Marketing/CRM,> 10B,12,2035
Computers/Technology,> 10B,12,2036
Computers/Technology,> 10B,12,2037
Manufacturing/Fabrication,50M-100M,6,2038
Medical/Pharmaceutical,25M-50M,5,2039
Computers/Technology,100M-500M,7,2040
Online Service/Internet-based Services,1B-2B,9,2041
Medical/Pharmaceutical,> 10B,12,2042
Online Service/Internet-based Services,100M-500M,7,2043
Accounting/Finance,2B-5B,10,2044
Military/Security/Defense,> 10B,12,2045
Accounting/Finance,> 10B,12,2046
Computers/Technology,100M-500M,7,2047
Computers/Technology,10M-25M,4,2048
Manufacturing/Fabrication,> 10B,12,2049
Manufacturing/Fabrication,> 10B,12,2050
Computers/Technology,2B-5B,10,2051
Academics/Education,5B-10B,11,2052
Manufacturing/Fabrication,500M-1B,8,2053
Manufacturing/Fabrication,> 10B,12,2054
Computers/Technology,> 10B,12,2055
Computers/Technology,500M-1B,8,2056
Manufacturing/Fabrication,5B-10B,11,2057
Accounting/Finance,> 10B,12,2058
Computers/Technology,2M-5M,2,2059
Medical/Pharmaceutical,1M-2M,1,2060
Computers/Technology,2B-5B,10,2061
Computers/Technology,100M-500M,7,2062
Medical/Pharmaceutical,2B-5B,10,2063
Medical/Pharmaceutical,2B-5B,10,2064
Medical/Pharmaceutical,100M-500M,7,2065
Manufacturing/Fabrication,> 10B,12,2066
Online Service/Internet-based Services,2B-5B,10,2067
Medical/Pharmaceutical,> 10B,12,2068
Manufacturing/Fabrication,2B-5B,10,2069
Medical/Pharmaceutical,1B-2B,9,2070
Online Service/Internet-based Services,5B-10B,11,2071
Medical/Pharmaceutical,> 10B,12,2072
Computers/Technology,10M-25M,4,2073
Computers/Technology,100M-500M,7,2074
Manufacturing/Fabrication,2B-5B,10,2075
Production,10M-25M,4,2076
Manufacturing/Fabrication,2B-5B,10,2077
Manufacturing/Fabrication,> 10B,12,2078
Manufacturing/Fabrication,> 10B,12,2079
Shipping/Transportation,2B-5B,10,2080
Manufacturing/Fabrication,> 10B,12,2081
Academics/Education,2B-5B,10,2082
Accounting/Finance,2B-5B,10,2083
Medical/Pharmaceutical,> 10B,12,2084
Insurance/Risk Assessment,> 10B,12,2085
Medical/Pharmaceutical,> 10B,12,2086
Accounting/Finance,> 10B,12,2087
Energy/Mining,5B-10B,11,2088
Computers/Technology,> 10B,12,2089
Computers/Technology,100M-500M,7,2090
Medical/Pharmaceutical,1B-2B,9,2091
Shipping/Transportation,5M-10M,3,2092
Computers/Technology,50M-100M,6,2093
Medical/Pharmaceutical,> 10B,12,2094
Retail/Sales,> 10B,12,2095
Accounting/Finance,> 10B,12,2096
Accounting/Finance,5B-10B,11,2097
Computers/Technology,5M-10M,3,2098
Manufacturing/Fabrication,> 10B,12,2099
Online Service/Internet-based Services,25M-50M,5,2100
Hospitality/Entertainment/Sports,500M-1B,8,2101
Medical/Pharmaceutical,100M-500M,7,2102
Medical/Pharmaceutical,> 10B,12,2103
Computers/Technology,> 10B,12,2104
Computers/Technology,10M-25M,4,2105
Computers/Technology,2M-5M,2,2106
Medical/Pharmaceutical,> 10B,12,2107
Online Service/Internet-based Services,100M-500M,7,2108
Computers/Technology,> 10B,12,2109
Computers/Technology,50M-100M,6,2110
Manufacturing/Fabrication,2B-5B,10,2111
Insurance/Risk Assessment,> 10B,12,2112
Computers/Technology,2B-5B,10,2113
Agriculture,25M-50M,5,2114
Computers/Technology,5M-10M,3,2115
Military/Security/Defense,> 10B,12,2116
Computers/Technology,500M-1B,8,2117
Manufacturing/Fabrication,2B-5B,10,2118
Academics/Education,100M-500M,7,2119
Medical/Pharmaceutical,100M-500M,7,2120
Computers/Technology,5M-10M,3,2121
Online Service/Internet-based Services,2M-5M,2,2122
Accounting/Finance,> 10B,12,2123
Computers/Technology,> 10B,12,2124
Retail/Sales,1B-2B,9,2125
Online Service/Internet-based Services,100M-500M,7,2126
Online Service/Internet-based Services,50M-100M,6,2127
Real Estate,500M-1B,8,2128
Accounting/Finance,> 10B,12,2129
Computers/Technology,50M-100M,6,2130
Broadcasting/Communications,2M-5M,2,2131
Computers/Technology,> 10B,12,2132
Online Service/Internet-based Services,100M-500M,7,2133
Manufacturing/Fabrication,5B-10B,11,2134
Computers/Technology,2B-5B,10,2135
Computers/Technology,100M-500M,7,2136
Computers/Technology,> 10B,12,2137
Accounting/Finance,> 10B,12,2138
Medical/Pharmaceutical,10M-25M,4,2139
Manufacturing/Fabrication,1B-2B,9,2140
Retail/Sales,> 10B,12,2141
Manufacturing/Fabrication,100M-500M,7,2142
Computers/Technology,> 10B,12,2143
Computers/Technology,2B-5B,10,2144
Manufacturing/Fabrication,> 10B,12,2145
Medical/Pharmaceutical,500M-1B,8,2146
Online Service/Internet-based Services,5B-10B,11,2147
Manufacturing/Fabrication,> 10B,12,2148
Academics/Education,50M-100M,6,2149
Online Service/Internet-based Services,2B-5B,10,2150
Manufacturing/Fabrication,2B-5B,10,2151
Medical/Pharmaceutical,5B-10B,11,2152
Online Service/Internet-based Services,> 10B,12,2153
Computers/Technology,100M-500M,7,2154
Government/Public Service,5M-10M,3,2155
Manufacturing/Fabrication,1B-2B,9,2156
Accounting/Finance,10M-25M,4,2157
Online Service/Internet-based Services,> 10B,12,2158
Computers/Technology,> 10B,12,2159
Computers/Technology,2M-5M,2,2160
Accounting/Finance,10M-25M,4,2161
Broadcasting/Communications,50M-100M,6,2162
Computers/Technology,> 10B,12,2163
Academics/Education,500M-1B,8,2164
Hospitality/Entertainment/Sports,2B-5B,10,2165
Online Service/Internet-based Services,1B-2B,9,2166
Online Service/Internet-based Services,> 10B,12,2167
Online Service/Internet-based Services,1M-2M,1,2168
Online Service/Internet-based Services,500M-1B,8,2169
Manufacturing/Fabrication,5B-10B,11,2170
Academics/Education,500M-1B,8,2171
Medical/Pharmaceutical,> 10B,12,2172
Computers/Technology,> 10B,12,2173
Computers/Technology,1B-2B,9,2174
Insurance/Risk Assessment,2B-5B,10,2175
Retail/Sales,2B-5B,10,2176
Energy/Mining,500M-1B,8,2177
Manufacturing/Fabrication,> 10B,12,2178
Online Service/Internet-based Services,2B-5B,10,2179
Manufacturing/Fabrication,1B-2B,9,2180
Online Service/Internet-based Services,2B-5B,10,2181
Manufacturing/Fabrication,100M-500M,7,2182
Online Service/Internet-based Services,100M-500M,7,2183
Hospitality/Entertainment/Sports,2B-5B,10,2184
Manufacturing/Fabrication,5B-10B,11,2185
Computers/Technology,10M-25M,4,2186
Broadcasting/Communications,500M-1B,8,2187
Online Service/Internet-based Services,100M-500M,7,2188
Online Service/Internet-based Services,2B-5B,10,2189
Computers/Technology,5B-10B,11,2190
Telco,> 10B,12,2191
Hospitality/Entertainment/Sports,100M-500M,7,2192
Medical/Pharmaceutical,2B-5B,10,2193
Insurance/Risk Assessment,25M-50M,5,2194
Broadcasting/Communications,2B-5B,10,2195
Medical/Pharmaceutical,500M-1B,8,2196
Manufacturing/Fabrication,> 10B,12,2197
Computers/Technology,5B-10B,11,2198
Production,2M-5M,2,2199
Online Service/Internet-based Services,25M-50M,5,2200
Computers/Technology,> 10B,12,2201
Online Service/Internet-based Services,5B-10B,11,2202
Online Service/Internet-based Services,10M-25M,4,2203
Energy/Mining,5B-10B,11,2204
Online Service/Internet-based Services,50M-100M,6,2205
Hospitality/Entertainment/Sports,2B-5B,10,2206
Manufacturing/Fabrication,1M-2M,1,2207
Telco,50M-100M,6,2208
Accounting/Finance,100M-500M,7,2209
Computers/Technology,2M-5M,2,2210
Computers/Technology,500M-1B,8,2211
Manufacturing/Fabrication,> 10B,12,2212
Computers/Technology,10M-25M,4,2213
Manufacturing/Fabrication,2B-5B,10,2214
Manufacturing/Fabrication,5B-10B,11,2215
Computers/Technology,500M-1B,8,2216
Retail/Sales,> 10B,12,2217
Medical/Pharmaceutical,> 10B,12,2218
Computers/Technology,1B-2B,9,2219
Telco,> 10B,12,2220
Computers/Technology,1M-2M,1,2221
Online Service/Internet-based Services,100M-500M,7,2222
Manufacturing/Fabrication,> 10B,12,2223
Energy/Mining,> 10B,12,2224
Broadcasting/Communications,5B-10B,11,2225
Computers/Technology,2B-5B,10,2226
Computers/Technology,100M-500M,7,2227
Accounting/Finance,2B-5B,10,2228
Computers/Technology,5M-10M,3,2229
Computers/Technology,1M-2M,1,2230
Accounting/Finance,> 10B,12,2231
Telco,> 10B,12,2232
Telco,2B-5B,10,2233
Telco,> 10B,12,2234
Medical/Pharmaceutical,> 10B,12,2235
Online Service/Internet-based Services,10M-25M,4,2236
Online Service/Internet-based Services,2M-5M,2,2237
Manufacturing/Fabrication,2B-5B,10,2238
Computers/Technology,> 10B,12,2239
Accounting/Finance,5B-10B,11,2240
Computers/Technology,> 10B,12,2241
Medical/Pharmaceutical,10M-25M,4,2242
Accounting/Finance,5B-10B,11,2243
Online Service/Internet-based Services,100M-500M,7,2244
Agriculture,10M-25M,4,2245
Medical/Pharmaceutical,> 10B,12,2246
Production,2M-5M,2,2247
Online Service/Internet-based Services,100M-500M,7,2248
Manufacturing/Fabrication,> 10B,12,2249
Military/Security/Defense,> 10B,12,2250
Medical/Pharmaceutical,> 10B,12,2251
Computers/Technology,10M-25M,4,2252
Manufacturing/Fabrication,2B-5B,10,2253
Medical/Pharmaceutical,> 10B,12,2254
Online Service/Internet-based Services,1B-2B,9,2255
Shipping/Transportation,> 10B,12,2256
Computers/Technology,100M-500M,7,2257
Computers/Technology,> 10B,12,2258
Accounting/Finance,> 10B,12,2259
Computers/Technology,1B-2B,9,2260
Manufacturing/Fabrication,1M-2M,1,2261
Computers/Technology,100M-500M,7,2262
Computers/Technology,> 10B,12,2263
Shipping/Transportation,100M-500M,7,2264
Medical/Pharmaceutical,1B-2B,9,2265
Manufacturing/Fabrication,> 10B,12,2266
Shipping/Transportation,10M-25M,4,2267
Online Service/Internet-based Services,10M-25M,4,2268
Medical/Pharmaceutical,5B-10B,11,2269
Online Service/Internet-based Services,500M-1B,8,2270
Medical/Pharmaceutical,2B-5B,10,2271
Computers/Technology,> 10B,12,2272
Military/Security/Defense,> 10B,12,2273
Computers/Technology,25M-50M,5,2274
Online Service/Internet-based Services,5B-10B,11,2275
Manufacturing/Fabrication,> 10B,12,2276
Manufacturing/Fabrication,> 10B,12,2277
Computers/Technology,10M-25M,4,2278
Military/Security/Defense,> 10B,12,2279
Shipping/Transportation,5B-10B,11,2280
Computers/Technology,> 10B,12,2281
Computers/Technology,> 10B,12,2282
Online Service/Internet-based Services,100M-500M,7,2283
Computers/Technology,> 10B,12,2284
Online Service/Internet-based Services,25M-50M,5,2285
Hospitality/Entertainment/Sports,2B-5B,10,2286
Manufacturing/Fabrication,> 10B,12,2287
Online Service/Internet-based Services,100M-500M,7,2288
Insurance/Risk Assessment,1M-2M,1,2289
Medical/Pharmaceutical,50M-100M,6,2290
Online Service/Internet-based Services,5B-10B,11,2291
Accounting/Finance,> 10B,12,2292
Computers/Technology,50M-100M,6,2293
Computers/Technology,> 10B,12,2294
Computers/Technology,2B-5B,10,2295
Accounting/Finance,> 10B,12,2296
Medical/Pharmaceutical,> 10B,12,2297
Agriculture,10M-25M,4,2298
Manufacturing/Fabrication,> 10B,12,2299
Telco,10M-25M,4,2300
Computers/Technology,> 10B,12,2301
Energy/Mining,2B-5B,10,2302
Accounting/Finance,5B-10B,11,2303
Online Service/Internet-based Services,> 10B,12,2304
Manufacturing/Fabrication,5B-10B,11,2305
Computers/Technology,100M-500M,7,2306
Insurance/Risk Assessment,5B-10B,11,2307
Manufacturing/Fabrication,2B-5B,10,2308
Manufacturing/Fabrication,100M-500M,7,2309
Retail/Sales,2B-5B,10,2310
Computers/Technology,50M-100M,6,2311
Manufacturing/Fabrication,5B-10B,11,2312
Online Service/Internet-based Services,1B-2B,9,2313
Medical/Pharmaceutical,> 10B,12,2314
Retail/Sales,> 10B,12,2315
Computers/Technology,5B-10B,11,2316
Online Service/Internet-based Services,100M-500M,7,2317
Manufacturing/Fabrication,> 10B,12,2318
Online Service/Internet-based Services,5B-10B,11,2319
Computers/Technology,50M-100M,6,2320
Online Service/Internet-based Services,50M-100M,6,2321
Medical/Pharmaceutical,5B-10B,11,2322
Online Service/Internet-based Services,> 10B,12,2323
Computers/Technology,> 10B,12,2324
Accounting/Finance,> 10B,12,2325
Online Service/Internet-based Services,500M-1B,8,2326
Computers/Technology,2M-5M,2,2327
Academics/Education,1B-2B,9,2328
Manufacturing/Fabrication,> 10B,12,2329
Manufacturing/Fabrication,> 10B,12,2330
Computers/Technology,50M-100M,6,2331
Computers/Technology,10M-25M,4,2332
Computers/Technology,10M-25M,4,2333
Online Service/Internet-based Services,10M-25M,4,2334
Accounting/Finance,> 10B,12,2335
Computers/Technology,2M-5M,2,2336
Computers/Technology,25M-50M,5,2337
Manufacturing/Fabrication,> 10B,12,2338
Computers/Technology,> 10B,12,2339
Insurance/Risk Assessment,2B-5B,10,2340
Computers/Technology,500M-1B,8,2341
Computers/Technology,> 10B,12,2342
Online Service/Internet-based Services,100M-500M,7,2343
Broadcasting/Communications,> 10B,12,2344
Accounting/Finance,5B-10B,11,2345
Computers/Technology,100M-500M,7,2346
Online Service/Internet-based Services,2M-5M,2,2347
Accounting/Finance,100M-500M,7,2348
Agriculture,> 10B,12,2349
Accounting/Finance,> 10B,12,2350
Medical/Pharmaceutical,500M-1B,8,2351
Manufacturing/Fabrication,100M-500M,7,2352
Accounting/Finance,> 10B,12,2353
Online Service/Internet-based Services,> 10B,12,2354
Computers/Technology,50M-100M,6,2355
Online Service/Internet-based Services,2M-5M,2,2356
Computers/Technology,2B-5B,10,2357
Energy/Mining,10M-25M,4,2358
Accounting/Finance,> 10B,12,2359
Accounting/Finance,> 10B,12,2360
